# #initialSiteID,finalSiteID,s_x[ang.],s_y[ang.],s_z[ang.],freq[Hz]
2993,3018,-1.0000002963,-0.9999990389,0.0000000000,1.7654360011e+11
2994,1822,0.9999990389,-1.0000002963,0.0000000000,3.8228098852e+11
2994,3017,0.9999990389,1.0000002963,0.0000000000,8.3120763698e+10
2995,1817,0.9999990389,0.9999990389,0.0000000000,8.3120763698e+10
2995,3022,0.9999990389,-0.9999990389,0.0000000000,8.3120763698e+10
2996,1818,-1.0000002963,-1.0000002963,0.0000000000,8.0302504667e+09
2996,3021,-1.0000002963,1.0000002963,0.0000000000,3.8386525377e+10
2997,1823,-1.0000002963,-1.0000002963,0.0000000000,1.9364095514e+12
2997,3020,-1.0000002963,1.0000002963,0.0000000000,4.1298642124e+11
2998,1824,0.9999990389,0.9999990389,0.0000000000,1.4275161493e+11
2998,3019,0.9999990389,-0.9999990389,0.0000000000,1.4275161493e+11
2999,1819,0.9999990389,-1.0000002963,0.0000000000,2.0919451260e+12
2999,3024,0.9999990389,1.0000002963,0.0000000000,1.4275161493e+11
3000,1820,-1.0000002963,0.9999990389,0.0000000000,8.3120763698e+10
3000,3023,-1.0000002963,-0.9999990389,0.0000000000,8.3120763698e+10
3001,1791,-1.0000002963,0.0000000000,-1.0000002963,4.1298642124e+11
3001,2988,-1.0000002963,0.0000000000,1.0000002963,4.1298642124e+11
3002,1792,0.9999990389,0.0000000000,0.9999990389,8.0302504667e+09
3002,2987,0.9999990389,0.0000000000,-0.9999990389,3.8386525377e+10
3003,1787,0.9999990389,0.0000000000,-1.0000002963,8.3120763698e+10
3003,2992,0.9999990389,0.0000000000,1.0000002963,8.3120763698e+10
3004,1788,-1.0000002963,0.0000000000,0.9999990389,1.9364095514e+12
3004,2991,-1.0000002963,0.0000000000,-0.9999990389,4.1298642124e+11
3005,1789,-1.0000002963,0.0000000000,0.9999990389,1.1947870728e+12
3005,2986,-1.0000002963,0.0000000000,-0.9999990389,4.1298642124e+11
3006,1790,0.9999990389,0.0000000000,-1.0000002963,3.2754920976e+11
3006,2985,0.9999990389,0.0000000000,1.0000002963,3.2754920976e+11
3007,1785,0.9999990389,0.0000000000,0.9999990389,4.1298642124e+11
3007,2990,0.9999990389,0.0000000000,-0.9999990389,4.1298642124e+11
3008,1786,-1.0000002963,0.0000000000,-1.0000002963,1.7126461701e+09
3008,2989,-1.0000002963,0.0000000000,1.0000002963,8.0635297747e+08
3009,1777,0.0000000000,0.9999990389,0.9999990389,3.8386525377e+10
3009,2982,0.0000000000,-0.9999990389,0.9999990389,8.0302504667e+09
3010,1778,0.0000000000,-1.0000002963,-1.0000002963,2.0210164798e+11
3010,2981,0.0000000000,1.0000002963,-1.0000002963,2.0919451260e+12
3011,1781,0.0000000000,0.9999990389,-1.0000002963,3.8386525377e+10
3011,2978,0.0000000000,-0.9999990389,-1.0000002963,1.6095584075e+10
3012,1782,0.0000000000,-1.0000002963,0.9999990389,1.1059549655e+12
3012,2977,0.0000000000,1.0000002963,0.9999990389,3.2754920976e+11
3013,1779,0.0000000000,-1.0000002963,0.9999990389,2.0210164798e+11
3013,2984,0.0000000000,1.0000002963,0.9999990389,8.3120763698e+10
3014,1780,0.0000000000,0.9999990389,-1.0000002963,7.6623211398e+11
3014,2983,0.0000000000,-0.9999990389,-1.0000002963,7.9971085071e+10
3015,1783,0.0000000000,-1.0000002963,-1.0000002963,1.4275161493e+11
3015,2980,0.0000000000,1.0000002963,-1.0000002963,1.4275161493e+11
3016,1784,0.0000000000,0.9999990389,0.9999990389,8.0302504667e+09
3016,2979,0.0000000000,-0.9999990389,0.9999990389,3.8386525377e+10
3017,1797,0.9999990389,-1.0000002963,0.0000000000,4.1298642124e+11
3017,2994,-0.9999990389,-1.0000002963,0.0000000000,1.1947870728e+12
3018,1798,-1.0000002963,0.9999990389,0.0000000000,7.9971085071e+10
3018,2993,1.0000002963,0.9999990389,0.0000000000,1.1275237820e+12
3019,1793,0.9999990389,0.9999990389,0.0000000000,2.3489831238e+12
3019,2998,-0.9999990389,0.9999990389,0.0000000000,1.1059549655e+12
3020,1794,-1.0000002963,-1.0000002963,0.0000000000,1.1947870728e+12
3020,2997,1.0000002963,-1.0000002963,0.0000000000,4.1298642124e+11
3021,1799,-1.0000002963,-1.0000002963,0.0000000000,3.2754920976e+11
3021,2996,1.0000002963,-1.0000002963,0.0000000000,2.3489831238e+12
3022,1800,0.9999990389,0.9999990389,0.0000000000,1.1947870728e+12
3022,2995,-0.9999990389,0.9999990389,0.0000000000,1.1947870728e+12
3023,1795,-1.0000002963,0.9999990389,0.0000000000,4.1298642124e+11
3023,3000,1.0000002963,0.9999990389,0.0000000000,1.1947870728e+12
3024,1796,0.9999990389,-1.0000002963,0.0000000000,3.2754920976e+11
3024,2999,-0.9999990389,-1.0000002963,0.0000000000,1.1059549655e+12
3025,2055,0.0000000000,-1.0000002963,0.9999990389,8.0302504667e+09
3025,2772,0.0000000000,-1.0000002963,-0.9999990389,8.0302504667e+09
3026,2056,0.0000000000,0.9999990389,-0.9999977815,1.3734235627e+11
3026,2771,0.0000000000,0.9999990389,1.0000002963,1.3734235627e+11
3027,2051,0.0000000000,0.9999990389,0.9999990389,3.8386525377e+10
3027,2776,0.0000000000,0.9999990389,-0.9999990389,2.2259284232e+11
3028,2052,0.0000000000,-1.0000002963,-0.9999977815,2.2259284232e+11
3028,2775,0.0000000000,-1.0000002963,1.0000002963,8.0302504667e+09
3029,2053,0.0000000000,-1.0000002963,-0.9999977815,1.1947870728e+12
3029,2770,0.0000000000,-1.0000002963,1.0000002963,1.1947870728e+12
3030,2054,0.0000000000,0.9999990389,0.9999990389,2.3489831238e+12
3030,2769,0.0000000000,0.9999990389,-0.9999990389,1.1059549655e+12
3031,2049,0.0000000000,0.9999990389,-0.9999977815,2.5587342005e+10
3031,2774,0.0000000000,0.9999990389,1.0000002963,3.8228098852e+11
3032,2050,0.0000000000,-1.0000002963,0.9999990389,3.8386525377e+10
3032,2773,0.0000000000,-1.0000002963,-0.9999990389,3.8386525377e+10
3033,2041,0.9999990389,0.0000000000,-1.0000002963,2.5587342005e+10
3033,2766,-0.9999990389,0.0000000000,-1.0000002963,2.1504569935e+10
3034,2042,-0.9999977815,0.0000000000,0.9999990389,4.1298642124e+11
3034,2765,1.0000002963,0.0000000000,0.9999990389,4.1298642124e+11
3035,2045,0.9999990389,0.0000000000,0.9999990389,8.3120763698e+10
3035,2762,-0.9999990389,0.0000000000,0.9999990389,1.9823557133e+11
3036,2046,-0.9999977815,0.0000000000,-1.0000002963,4.1298642124e+11
3036,2761,1.0000002963,0.0000000000,-1.0000002963,4.1298642124e+11
3037,2043,-0.9999977815,0.0000000000,-1.0000002963,8.3120763698e+10
3037,2768,1.0000002963,0.0000000000,-1.0000002963,1.9823557133e+11
3038,2044,0.9999990389,0.0000000000,0.9999990389,7.6623211398e+11
3038,2767,-0.9999990389,0.0000000000,0.9999990389,7.9971085071e+10
3039,2047,-0.9999977815,0.0000000000,0.9999990389,1.1059549655e+12
3039,2764,1.0000002963,0.0000000000,0.9999990389,3.2754920976e+11
3040,2048,0.9999990389,0.0000000000,-1.0000002963,7.6623211398e+11
3040,2763,-0.9999990389,0.0000000000,-1.0000002963,7.9971085071e+10
3041,2061,-1.0000002963,0.9999990389,0.0000000000,1.1059549655e+12
3041,2778,-1.0000002963,-0.9999990389,0.0000000000,9.5154077036e+10
3042,2062,0.9999990389,-0.9999977815,0.0000000000,3.2754920976e+11
3042,2777,0.9999990389,1.0000002963,0.0000000000,3.2754920976e+11
3043,2057,0.9999990389,0.9999990389,0.0000000000,4.1298642124e+11
3043,2782,0.9999990389,-0.9999990389,0.0000000000,4.1298642124e+11
3044,2058,-1.0000002963,-0.9999977815,0.0000000000,1.3734235627e+11
3044,2781,-1.0000002963,1.0000002963,0.0000000000,2.0210164798e+11
3045,2063,-1.0000002963,-0.9999977815,0.0000000000,7.9971085071e+10
3045,2780,-1.0000002963,1.0000002963,0.0000000000,7.9971085071e+10
3046,2064,0.9999990389,0.9999990389,0.0000000000,2.0210164798e+11
3046,2779,0.9999990389,-0.9999990389,0.0000000000,1.9823557133e+11
3047,2059,0.9999990389,-0.9999977815,0.0000000000,3.8386525377e+10
3047,2784,0.9999990389,1.0000002963,0.0000000000,2.2259284232e+11
3048,2060,-1.0000002963,0.9999990389,0.0000000000,4.1298642124e+11
3048,2783,-1.0000002963,-0.9999990389,0.0000000000,4.1298642124e+11
3049,2031,-1.0000002963,0.0000000000,-0.9999977815,1.1947870728e+12
3049,2748,-1.0000002963,0.0000000000,1.0000002963,4.1298642124e+11
3050,2032,0.9999990389,0.0000000000,0.9999990389,3.8386525377e+10
3050,2747,0.9999990389,0.0000000000,-0.9999990389,8.0302504667e+09
3051,2027,0.9999990389,0.0000000000,-0.9999977815,1.9823557133e+11
3051,2752,0.9999990389,0.0000000000,1.0000002963,8.3120763698e+10
3052,2028,-1.0000002963,0.0000000000,0.9999990389,3.0110885237e+08
3052,2751,-1.0000002963,0.0000000000,-0.9999990389,1.7654360011e+11
3053,2029,-1.0000002963,0.0000000000,0.9999990389,2.3489831238e+12
3053,2746,-1.0000002963,0.0000000000,-0.9999990389,3.2754920976e+11
3054,2030,0.9999990389,0.0000000000,-0.9999977815,2.5587342005e+10
3054,2745,0.9999990389,0.0000000000,1.0000002963,2.1504569935e+10
3055,2025,0.9999990389,0.0000000000,0.9999990389,1.1947870728e+12
3055,2750,0.9999990389,0.0000000000,-0.9999990389,4.1298642124e+11
3056,2026,-1.0000002963,0.0000000000,-0.9999977815,1.1059549655e+12
3056,2749,-1.0000002963,0.0000000000,1.0000002963,1.1059549655e+12
3057,2017,0.0000000000,0.9999990389,0.9999990389,1.9364095514e+12
3057,2742,0.0000000000,-0.9999990389,0.9999990389,1.1947870728e+12
3058,2018,0.0000000000,-0.9999977815,-1.0000002963,3.8386525377e+10
3058,2741,0.0000000000,1.0000002963,-1.0000002963,8.0302504667e+09
3059,2021,0.0000000000,0.9999990389,-1.0000002963,3.2754920976e+11
3059,2738,0.0000000000,-0.9999990389,-1.0000002963,9.5154077036e+10
3060,2022,0.0000000000,-0.9999977815,0.9999990389,3.8386525377e+10
3060,2737,0.0000000000,1.0000002963,0.9999990389,8.0302504667e+09
3061,2019,0.0000000000,-0.9999977815,0.9999990389,4.5863724289e+09
3061,2744,0.0000000000,1.0000002963,0.9999990389,1.6095584075e+10
3062,2020,0.0000000000,0.9999990389,-1.0000002963,3.2754920976e+11
3062,2743,0.0000000000,-0.9999990389,-1.0000002963,9.5154077036e+10
3063,2023,0.0000000000,-0.9999977815,-1.0000002963,1.9823557133e+11
3063,2740,0.0000000000,1.0000002963,-1.0000002963,3.8228098852e+11
3064,2024,0.0000000000,0.9999990389,0.9999990389,3.8386525377e+10
3064,2739,0.0000000000,-0.9999990389,0.9999990389,8.0302504667e+09
3065,2037,0.9999990389,-1.0000002963,0.0000000000,4.1298642124e+11
3065,2754,-0.9999990389,-1.0000002963,0.0000000000,4.1298642124e+11
3066,2038,-0.9999977815,0.9999990389,0.0000000000,8.3120763698e+10
3066,2753,1.0000002963,0.9999990389,0.0000000000,2.0210164798e+11
3067,2033,0.9999990389,0.9999990389,0.0000000000,2.3489831238e+12
3067,2758,-0.9999990389,0.9999990389,0.0000000000,2.3489831238e+12
3068,2034,-0.9999977815,-1.0000002963,0.0000000000,3.2754920976e+11
3068,2757,1.0000002963,-1.0000002963,0.0000000000,3.2754920976e+11
3069,2039,-0.9999977815,-1.0000002963,0.0000000000,4.1298642124e+11
3069,2756,1.0000002963,-1.0000002963,0.0000000000,1.1947870728e+12
3070,2040,0.9999990389,0.9999990389,0.0000000000,1.4275161493e+11
3070,2755,-0.9999990389,0.9999990389,0.0000000000,1.4275161493e+11
3071,2035,-0.9999977815,0.9999990389,0.0000000000,1.1947870728e+12
3071,2760,1.0000002963,0.9999990389,0.0000000000,4.1298642124e+11
3072,2036,0.9999990389,-1.0000002963,0.0000000000,4.1298642124e+11
3072,2759,-0.9999990389,-1.0000002963,0.0000000000,1.1947870728e+12
3073,2295,0.0000000000,-1.0000002963,1.0000002963,9.0542983766e+08
3073,2532,0.0000000000,-1.0000002963,-0.9999990389,1.7126461701e+09
3074,2296,0.0000000000,0.9999990389,-1.0000002963,7.9971085071e+10
3074,2531,0.0000000000,0.9999990389,0.9999977815,7.6623211398e+11
3075,2291,0.0000000000,0.9999990389,1.0000002963,2.0210164798e+11
3075,2536,0.0000000000,0.9999990389,-0.9999990389,1.9823557133e+11
3076,2292,0.0000000000,-1.0000002963,-1.0000002963,2.2259284232e+11
3076,2535,0.0000000000,-1.0000002963,0.9999977815,2.2259284232e+11
3077,2293,0.0000000000,-1.0000002963,-1.0000002963,8.0635297747e+08
3077,2530,0.0000000000,-1.0000002963,0.9999977815,8.0635297747e+08
3078,2294,0.0000000000,0.9999990389,1.0000002963,1.4275161493e+11
3078,2529,0.0000000000,0.9999990389,-0.9999990389,2.0919451260e+12
3079,2289,0.0000000000,0.9999990389,-1.0000002963,1.1947870728e+12
3079,2534,0.0000000000,0.9999990389,0.9999977815,4.1298642124e+11
3080,2290,0.0000000000,-1.0000002963,1.0000002963,1.1947870728e+12
3080,2533,0.0000000000,-1.0000002963,-0.9999990389,1.1947870728e+12
3081,2281,1.0000002963,0.0000000000,-1.0000002963,4.1298642124e+11
3081,2526,-0.9999990389,0.0000000000,-1.0000002963,4.1298642124e+11
3082,2282,-1.0000002963,0.0000000000,0.9999990389,4.1298642124e+11
3082,2525,0.9999977815,0.0000000000,0.9999990389,4.1298642124e+11
3083,2285,1.0000002963,0.0000000000,0.9999990389,8.3120763698e+10
3083,2522,-0.9999990389,0.0000000000,0.9999990389,8.3120763698e+10
3084,2286,-1.0000002963,0.0000000000,-1.0000002963,8.3120763698e+10
3084,2521,0.9999977815,0.0000000000,-1.0000002963,8.3120763698e+10
3085,2283,-1.0000002963,0.0000000000,-1.0000002963,2.1504569935e+10
3085,2528,0.9999977815,0.0000000000,-1.0000002963,2.5587342005e+10
3086,2284,1.0000002963,0.0000000000,0.9999990389,8.0302504667e+09
3086,2527,-0.9999990389,0.0000000000,0.9999990389,1.4334321228e+10
3087,2287,-1.0000002963,0.0000000000,0.9999990389,8.0302504667e+09
3087,2524,0.9999977815,0.0000000000,0.9999990389,8.0302504667e+09
3088,2288,1.0000002963,0.0000000000,-1.0000002963,3.2754920976e+11
3088,2523,-0.9999990389,0.0000000000,-1.0000002963,9.5154077036e+10
3089,2301,-1.0000002963,1.0000002963,0.0000000000,1.4334321228e+10
3089,2538,-1.0000002963,-0.9999990389,0.0000000000,8.0302504667e+09
3090,2302,0.9999990389,-1.0000002963,0.0000000000,4.1298642124e+11
3090,2537,0.9999990389,0.9999977815,0.0000000000,1.1947870728e+12
3091,2297,0.9999990389,1.0000002963,0.0000000000,8.3120763698e+10
3091,2542,0.9999990389,-0.9999990389,0.0000000000,8.3120763698e+10
3092,2298,-1.0000002963,-1.0000002963,0.0000000000,4.5863724289e+09
3092,2541,-1.0000002963,0.9999977815,0.0000000000,3.8386525377e+10
3093,2303,-1.0000002963,-1.0000002963,0.0000000000,4.1298642124e+11
3093,2540,-1.0000002963,0.9999977815,0.0000000000,1.9364095514e+12
3094,2304,0.9999990389,1.0000002963,0.0000000000,1.6095584075e+10
3094,2539,0.9999990389,-0.9999990389,0.0000000000,1.6095584075e+10
3095,2299,0.9999990389,-1.0000002963,0.0000000000,1.9364095514e+12
3095,2544,0.9999990389,0.9999977815,0.0000000000,1.1947870728e+12
3096,2300,-1.0000002963,1.0000002963,0.0000000000,8.3120763698e+10
3096,2543,-1.0000002963,-0.9999990389,0.0000000000,8.3120763698e+10
3097,2271,-1.0000002963,0.0000000000,-1.0000002963,2.3489831238e+12
3097,2508,-1.0000002963,0.0000000000,0.9999977815,3.2754920976e+11
3098,2272,0.9999990389,0.0000000000,1.0000002963,2.1504569935e+10
3098,2507,0.9999990389,0.0000000000,-0.9999990389,2.1504569935e+10
3099,2267,0.9999990389,0.0000000000,-1.0000002963,3.8386525377e+10
3099,2512,0.9999990389,0.0000000000,0.9999977815,3.8386525377e+10
3100,2268,-1.0000002963,0.0000000000,1.0000002963,2.2259284232e+11
3100,2511,-1.0000002963,0.0000000000,-0.9999990389,1.4334321228e+10
3101,2269,-1.0000002963,0.0000000000,1.0000002963,2.3489831238e+12
3101,2506,-1.0000002963,0.0000000000,-0.9999990389,2.3489831238e+12
3102,2270,0.9999990389,0.0000000000,-1.0000002963,1.1947870728e+12
3102,2505,0.9999990389,0.0000000000,0.9999977815,4.1298642124e+11
3103,2265,0.9999990389,0.0000000000,1.0000002963,3.8386525377e+10
3103,2510,0.9999990389,0.0000000000,-0.9999990389,3.8386525377e+10
3104,2266,-1.0000002963,0.0000000000,-1.0000002963,2.0919451260e+12
3104,2509,-1.0000002963,0.0000000000,0.9999977815,2.0210164798e+11
3105,2257,0.0000000000,1.0000002963,0.9999990389,7.9971085071e+10
3105,2502,0.0000000000,-0.9999990389,0.9999990389,7.9971085071e+10
3106,2258,0.0000000000,-1.0000002963,-1.0000002963,4.1298642124e+11
3106,2501,0.0000000000,0.9999977815,-1.0000002963,1.1947870728e+12
3107,2261,0.0000000000,1.0000002963,-1.0000002963,8.3120763698e+10
3107,2498,0.0000000000,-0.9999990389,-1.0000002963,1.9823557133e+11
3108,2262,0.0000000000,-1.0000002963,0.9999990389,1.9364095514e+12
3108,2497,0.0000000000,0.9999977815,0.9999990389,1.1947870728e+12
3109,2259,0.0000000000,-1.0000002963,0.9999990389,3.8386525377e+10
3109,2504,0.0000000000,0.9999977815,0.9999990389,1.4334321228e+10
3110,2260,0.0000000000,1.0000002963,-1.0000002963,1.1947870728e+12
3110,2503,0.0000000000,-0.9999990389,-1.0000002963,1.1947870728e+12
3111,2263,0.0000000000,-1.0000002963,-1.0000002963,3.2754920976e+11
3111,2500,0.0000000000,0.9999977815,-1.0000002963,3.2754920976e+11
3112,2264,0.0000000000,1.0000002963,0.9999990389,1.9823557133e+11
3112,2499,0.0000000000,-0.9999990389,0.9999990389,3.8228098852e+11
3113,2277,1.0000002963,-1.0000002963,0.0000000000,4.1298642124e+11
3113,2514,-0.9999990389,-1.0000002963,0.0000000000,4.1298642124e+11
3114,2278,-1.0000002963,0.9999990389,0.0000000000,1.1947870728e+12
3114,2513,0.9999977815,0.9999990389,0.0000000000,4.1298642124e+11
3115,2273,1.0000002963,0.9999990389,0.0000000000,1.4275161493e+11
3115,2518,-0.9999990389,0.9999990389,0.0000000000,2.0919451260e+12
3116,2274,-1.0000002963,-1.0000002963,0.0000000000,8.3120763698e+10
3116,2517,0.9999977815,-1.0000002963,0.0000000000,3.8228098852e+11
3117,2279,-1.0000002963,-1.0000002963,0.0000000000,8.3120763698e+10
3117,2516,0.9999977815,-1.0000002963,0.0000000000,8.3120763698e+10
3118,2280,1.0000002963,0.9999990389,0.0000000000,1.1947870728e+12
3118,2515,-0.9999990389,0.9999990389,0.0000000000,1.1947870728e+12
3119,2275,-1.0000002963,0.9999990389,0.0000000000,8.0635297747e+08
3119,2520,0.9999977815,0.9999990389,0.0000000000,8.0635297747e+08
3120,2276,1.0000002963,-1.0000002963,0.0000000000,8.3120763698e+10
3120,2519,-0.9999990389,-1.0000002963,0.0000000000,8.3120763698e+10
3121,1287,0.0000000000,-0.9999977815,0.9999992066,1.1059549655e+12
3121,3444,0.0000000000,-0.9999977815,-0.9999992904,2.3489831238e+12
3122,1288,0.0000000000,0.9999996676,-0.9999977815,1.1947870728e+12
3122,3443,0.0000000000,0.9999996676,1.0000002963,4.1298642124e+11
3123,1283,0.0000000000,0.9999996676,0.9999992066,1.1947870728e+12
3123,3448,0.0000000000,0.9999996676,-0.9999992904,4.1298642124e+11
3124,1284,0.0000000000,-0.9999977815,-0.9999977815,3.8386525377e+10
3124,3447,0.0000000000,-0.9999977815,1.0000002963,2.2259284232e+11
3125,1285,0.0000000000,-0.9999977815,-0.9999977815,3.8228098852e+11
3125,3442,0.0000000000,-0.9999977815,1.0000002963,8.3120763698e+10
3126,1286,0.0000000000,0.9999996676,0.9999992066,3.8228098852e+11
3126,3441,0.0000000000,0.9999996676,-0.9999992904,8.3120763698e+10
3127,1281,0.0000000000,0.9999996676,-0.9999977815,1.1947870728e+12
3127,3446,0.0000000000,0.9999996676,1.0000002963,4.1298642124e+11
3128,1282,0.0000000000,-0.9999977815,0.9999992066,1.9364095514e+12
3128,3445,0.0000000000,-0.9999977815,-0.9999992904,4.1298642124e+11
3129,1273,0.9999992066,0.0000000000,-0.9999977815,1.1059549655e+12
3129,3438,-0.9999992904,0.0000000000,-0.9999977815,1.1059549655e+12
3130,1274,-0.9999977815,0.0000000000,0.9999996676,2.3489831238e+12
3130,3437,1.0000002963,0.0000000000,0.9999996676,2.3489831238e+12
3131,1277,0.9999992066,0.0000000000,0.9999996676,3.2754920976e+11
3131,3434,-0.9999992904,0.0000000000,0.9999996676,2.3489831238e+12
3132,1278,-0.9999977815,0.0000000000,-0.9999977815,1.1059549655e+12
3132,3433,1.0000002963,0.0000000000,-0.9999977815,1.1059549655e+12
3133,1275,-0.9999977815,0.0000000000,-0.9999977815,3.8228098852e+11
3133,3440,1.0000002963,0.0000000000,-0.9999977815,1.9823557133e+11
3134,1276,0.9999992066,0.0000000000,0.9999996676,3.8228098852e+11
3134,3439,-0.9999992904,0.0000000000,0.9999996676,3.8228098852e+11
3135,1279,-0.9999977815,0.0000000000,0.9999996676,3.2754920976e+11
3135,3436,1.0000002963,0.0000000000,0.9999996676,3.2754920976e+11
3136,1280,0.9999992066,0.0000000000,-0.9999977815,2.3489831238e+12
3136,3435,-0.9999992904,0.0000000000,-0.9999977815,3.2754920976e+11
3137,1293,-0.9999977815,0.9999992066,0.0000000000,4.1298642124e+11
3137,3450,-0.9999977815,-0.9999992904,0.0000000000,4.1298642124e+11
3138,1294,0.9999996676,-0.9999977815,0.0000000000,3.8386525377e+10
3138,3449,0.9999996676,1.0000002963,0.0000000000,1.6095584075e+10
3139,1289,0.9999996676,0.9999992066,0.0000000000,1.9823557133e+11
3139,3454,0.9999996676,-0.9999992904,0.0000000000,2.0210164798e+11
3140,1290,-0.9999977815,-0.9999977815,0.0000000000,1.1947870728e+12
3140,3453,-0.9999977815,1.0000002963,0.0000000000,4.1298642124e+11
3141,1295,-0.9999977815,-0.9999977815,0.0000000000,3.8228098852e+11
3141,3452,-0.9999977815,1.0000002963,0.0000000000,3.8228098852e+11
3142,1296,0.9999996676,0.9999992066,0.0000000000,3.8228098852e+11
3142,3451,0.9999996676,-0.9999992904,0.0000000000,8.3120763698e+10
3143,1291,0.9999996676,-0.9999977815,0.0000000000,1.1947870728e+12
3143,3456,0.9999996676,1.0000002963,0.0000000000,4.1298642124e+11
3144,1292,-0.9999977815,0.9999992066,0.0000000000,3.2754920976e+11
3144,3455,-0.9999977815,-0.9999992904,0.0000000000,3.2754920976e+11
3145,1263,-0.9999977815,0.0000000000,-0.9999977815,1.1947870728e+12
3145,3420,-0.9999977815,0.0000000000,1.0000002963,4.1298642124e+11
3146,1264,0.9999996676,0.0000000000,0.9999992066,3.2754920976e+11
3146,3419,0.9999996676,0.0000000000,-0.9999992904,9.5154077036e+10
3147,1259,0.9999996676,0.0000000000,-0.9999977815,7.6623211398e+11
3147,3424,0.9999996676,0.0000000000,1.0000002963,7.6623211398e+11
3148,1260,-0.9999977815,0.0000000000,0.9999992066,4.1298642124e+11
3148,3423,-0.9999977815,0.0000000000,-0.9999992904,4.1298642124e+11
3149,1261,-0.9999977815,0.0000000000,0.9999992066,1.1947870728e+12
3149,3418,-0.9999977815,0.0000000000,-0.9999992904,4.1298642124e+11
3150,1262,0.9999996676,0.0000000000,-0.9999977815,1.1947870728e+12
3150,3417,0.9999996676,0.0000000000,1.0000002963,4.1298642124e+11
3151,1257,0.9999996676,0.0000000000,0.9999992066,3.8228098852e+11
3151,3422,0.9999996676,0.0000000000,-0.9999992904,8.3120763698e+10
3152,1258,-0.9999977815,0.0000000000,-0.9999977815,3.8228098852e+11
3152,3421,-0.9999977815,0.0000000000,1.0000002963,8.3120763698e+10
3153,1249,0.0000000000,0.9999992066,0.9999996676,3.8228098852e+11
3153,3414,0.0000000000,-0.9999992904,0.9999996676,8.3120763698e+10
3154,1250,0.0000000000,-0.9999977815,-0.9999977815,3.8228098852e+11
3154,3413,0.0000000000,1.0000002963,-0.9999977815,3.8228098852e+11
3155,1253,0.0000000000,0.9999992066,-0.9999977815,1.1059549655e+12
3155,3410,0.0000000000,-0.9999992904,-0.9999977815,3.2754920976e+11
3156,1254,0.0000000000,-0.9999977815,0.9999996676,1.1947870728e+12
3156,3409,0.0000000000,1.0000002963,0.9999996676,4.1298642124e+11
3157,1251,0.0000000000,-0.9999977815,0.9999996676,1.9364095514e+12
3157,3416,0.0000000000,1.0000002963,0.9999996676,4.1298642124e+11
3158,1252,0.0000000000,0.9999992066,-0.9999977815,1.1059549655e+12
3158,3415,0.0000000000,-0.9999992904,-0.9999977815,9.5154077036e+10
3159,1255,0.0000000000,-0.9999977815,-0.9999977815,1.6095584075e+10
3159,3412,0.0000000000,1.0000002963,-0.9999977815,3.8386525377e+10
3160,1256,0.0000000000,0.9999992066,0.9999996676,1.1947870728e+12
3160,3411,0.0000000000,-0.9999992904,0.9999996676,4.1298642124e+11
3161,1269,0.9999992066,-0.9999977815,0.0000000000,3.8228098852e+11
3161,3426,-0.9999992904,-0.9999977815,0.0000000000,8.3120763698e+10
3162,1270,-0.9999977815,0.9999996676,0.0000000000,3.2754920976e+11
3162,3425,1.0000002963,0.9999996676,0.0000000000,3.2754920976e+11
3163,1265,0.9999992066,0.9999996676,0.0000000000,3.8228098852e+11
3163,3430,-0.9999992904,0.9999996676,0.0000000000,3.8228098852e+11
3164,1266,-0.9999977815,-0.9999977815,0.0000000000,3.8228098852e+11
3164,3429,1.0000002963,-0.9999977815,0.0000000000,8.3120763698e+10
3165,1271,-0.9999977815,-0.9999977815,0.0000000000,2.3489831238e+12
3165,3428,1.0000002963,-0.9999977815,0.0000000000,2.3489831238e+12
3166,1272,0.9999992066,0.9999996676,0.0000000000,1.9823557133e+11
3166,3427,-0.9999992904,0.9999996676,0.0000000000,1.9823557133e+11
3167,1267,-0.9999977815,0.9999996676,0.0000000000,3.2754920976e+11
3167,3432,1.0000002963,0.9999996676,0.0000000000,3.2754920976e+11
3168,1268,0.9999992066,-0.9999977815,0.0000000000,1.1059549655e+12
3168,3431,-0.9999992904,-0.9999977815,0.0000000000,2.3489831238e+12
3169,1527,0.0000000000,-0.9999977815,0.9999990389,3.2754920976e+11
3169,3204,0.0000000000,-0.9999977815,-0.9999996676,1.1059549655e+12
3170,1528,0.0000000000,0.9999996676,-1.0000002963,1.4275161493e+11
3170,3203,0.0000000000,0.9999996676,0.9999977815,1.4275161493e+11
3171,1523,0.0000000000,0.9999996676,0.9999990389,3.2754920976e+11
3171,3208,0.0000000000,0.9999996676,-0.9999996676,3.2754920976e+11
3172,1524,0.0000000000,-0.9999977815,-1.0000002963,2.5587342005e+10
3172,3207,0.0000000000,-0.9999977815,0.9999977815,2.1504569935e+10
3173,1525,0.0000000000,-0.9999977815,-1.0000002963,2.3489831238e+12
3173,3202,0.0000000000,-0.9999977815,0.9999977815,3.2754920976e+11
3174,1526,0.0000000000,0.9999996676,0.9999990389,1.1059549655e+12
3174,3201,0.0000000000,0.9999996676,-0.9999996676,3.2754920976e+11
3175,1521,0.0000000000,0.9999996676,-1.0000002963,1.4275161493e+11
3175,3206,0.0000000000,0.9999996676,0.9999977815,1.4275161493e+11
3176,1522,0.0000000000,-0.9999977815,0.9999990389,7.9971085071e+10
3176,3205,0.0000000000,-0.9999977815,-0.9999996676,7.9971085071e+10
