#m,n,s_x,s_y,s_z,freq
54,853,1.0000002963308259,0.0,0.999997781526898,412986421242.2942
55,253,0.999999038928862,0.0,0.999997781526898,412986421242.2942
55,855,-0.999999038928862,0.0,0.999997781526898,1194787072770.2207
56,254,-1.0000002963308259,0.0,-0.9999992065824562,412986421242.2942
56,856,1.0000002963308259,0.0,-0.9999992065824562,412986421242.2942
57,261,-0.9999992065824562,0.999999038928862,0.0,198235571333.3868
57,863,-0.9999992065824562,-0.999999038928862,0.0,83120763697.70837
58,262,0.999997781526898,-1.0000002963308259,0.0,1194787072770.2207
58,864,0.999997781526898,1.0000002963308259,0.0,412986421242.2942
59,264,0.999997781526898,0.999999038928862,0.0,382280988518.7265
59,862,0.999997781526898,-0.999999038928862,0.0,25587342004.79826
60,263,-0.9999992065824562,-1.0000002963308259,0.0,1712646170.052584
60,861,-0.9999992065824562,1.0000002963308259,0.0,806352977.4689223
61,247,-0.9999992065824562,0.0,-1.0000002963308259,198235571333.3868
61,845,-0.9999992065824562,0.0,1.0000002963308259,202101647981.51474
62,248,0.999997781526898,0.0,0.999999038928862,2348983123770.899
62,846,0.999997781526898,0.0,-0.999999038928862,327549209757.35693
63,246,0.999997781526898,0.0,-1.0000002963308259,8030250466.733709
63,848,0.999997781526898,0.0,1.0000002963308259,38386525376.61379
64,245,-0.9999992065824562,0.0,0.999999038928862,142751614925.88324
64,847,-0.9999992065824562,0.0,-0.999999038928862,142751614925.88324
65,244,0.0,0.999999038928862,0.999997781526898,202101647981.51474
65,842,0.0,-0.999999038928862,0.999997781526898,83120763697.70837
66,243,0.0,-1.0000002963308259,-0.9999992065824562,1936409551445.0542
66,841,0.0,1.0000002963308259,-0.9999992065824562,412986421242.2942
67,241,0.0,0.999999038928862,-0.9999992065824562,1194787072770.2207
67,843,0.0,-0.999999038928862,-0.9999992065824562,412986421242.2942
68,242,0.0,-1.0000002963308259,0.999997781526898,806352977.4689223
68,844,0.0,1.0000002963308259,0.999997781526898,806352977.4689223
69,249,0.999999038928862,-0.9999992065824562,0.0,412986421242.2942
69,851,-0.999999038928862,-0.9999992065824562,0.0,412986421242.2942
70,250,-1.0000002963308259,0.999997781526898,0.0,412986421242.2942
70,852,1.0000002963308259,0.999997781526898,0.0,412986421242.2942
71,252,0.999999038928862,0.999997781526898,0.0,327549209757.35693
71,850,-0.999999038928862,0.999997781526898,0.0,1105954965478.2212
72,251,-1.0000002963308259,-0.9999992065824562,0.0,1194787072770.2207
72,849,1.0000002963308259,-0.9999992065824562,0.0,412986421242.2942
73,379,0.0,-0.9999992065824562,0.999999038928862,327549209757.35693
73,737,0.0,-0.9999992065824562,-0.9999990389288597,95154077036.39496
74,380,0.0,0.999997781526898,-0.9999977815269027,38386525376.61379
74,738,0.0,0.999997781526898,1.0000002963308212,8030250466.733709
75,378,0.0,0.999997781526898,0.999999038928862,83120763697.70837
75,740,0.0,0.999997781526898,-0.9999990389288597,83120763697.70837
76,377,0.0,-0.9999992065824562,-0.9999977815269027,1712646170.052584
76,739,0.0,-0.9999992065824562,1.0000002963308212,806352977.4689223
77,376,0.999999038928862,0.0,-0.9999992065824562,198235571333.3868
77,734,-0.9999990389288597,0.0,-0.9999992065824562,198235571333.3868
78,375,-0.9999977815269027,0.0,0.999997781526898,2091945126043.1023
78,733,1.0000002963308212,0.0,0.999997781526898,142751614925.88324
79,373,0.999999038928862,0.0,0.999997781526898,382280988518.7265
79,735,-0.9999990389288597,0.0,0.999997781526898,83120763697.70837
80,374,-0.9999977815269027,0.0,-0.9999992065824562,412986421242.2942
80,736,1.0000002963308212,0.0,-0.9999992065824562,412986421242.2942
81,381,-0.9999992065824562,0.999999038928862,0.0,137342356270.78363
81,743,-0.9999992065824562,-0.9999990389288597,0.0,142751614925.88324
82,382,0.999997781526898,-0.9999977815269027,0.0,327549209757.35693
82,744,0.999997781526898,1.0000002963308212,0.0,327549209757.35693
83,384,0.999997781526898,0.999999038928862,0.0,766232113976.6604
83,742,0.999997781526898,-0.9999990389288597,0.0,79971085071.06894
84,383,-0.9999992065824562,-0.9999977815269027,0.0,327549209757.35693
84,741,-0.9999992065824562,1.0000002963308212,0.0,1105954965478.2212
85,367,-0.9999992065824562,0.0,-0.9999977815269027,1712646170.052584
85,725,-0.9999992065824562,0.0,1.0000002963308212,806352977.4689223
86,368,0.999997781526898,0.0,0.999999038928862,38386525376.61379
86,726,0.999997781526898,0.0,-0.9999990389288597,222592842324.6861
87,366,0.999997781526898,0.0,-0.9999977815269027,327549209757.35693
87,728,0.999997781526898,0.0,1.0000002963308212,1105954965478.2212
88,365,-0.9999992065824562,0.0,0.999999038928862,412986421242.2942
88,727,-0.9999992065824562,0.0,-0.9999990389288597,1194787072770.2207
89,364,0.0,0.999999038928862,0.999997781526898,1127523781998.6714
89,722,0.0,-0.9999990389288597,0.999997781526898,79971085071.06894
90,363,0.0,-0.9999977815269027,-0.9999992065824562,79971085071.06894
90,721,0.0,1.0000002963308212,-0.9999992065824562,79971085071.06894
91,361,0.0,0.999999038928862,-0.9999992065824562,8030250466.733709
91,723,0.0,-0.9999990389288597,-0.9999992065824562,38386525376.61379
92,362,0.0,-0.9999977815269027,0.999997781526898,25587342004.79826
92,724,0.0,1.0000002963308212,0.999997781526898,21504569934.776405
93,369,0.999999038928862,-0.9999992065824562,0.0,412986421242.2942
93,731,-0.9999990389288597,-0.9999992065824562,0.0,412986421242.2942
94,370,-0.9999977815269027,0.999997781526898,0.0,412986421242.2942
94,732,1.0000002963308212,0.999997781526898,0.0,412986421242.2942
95,372,0.999999038928862,0.999997781526898,0.0,1936409551445.0542
95,730,-0.9999990389288597,0.999997781526898,0.0,1194787072770.2207
96,371,-0.9999977815269027,-0.9999992065824562,0.0,2091945126043.1023
96,729,1.0000002963308212,-0.9999992065824562,0.0,142751614925.88324
97,499,0.0,-0.9999992065824562,1.0000002963308237,1194787072770.2207
97,617,0.0,-0.9999992065824562,-0.999999038928862,1194787072770.2207
98,500,0.0,0.999997781526898,-1.0000002963308259,25587342004.79826
98,618,0.0,0.999997781526898,0.999997781526898,21504569934.776405
99,498,0.0,0.999997781526898,1.0000002963308237,83120763697.70837
99,620,0.0,0.999997781526898,-0.999999038928862,83120763697.70837
100,497,0.0,-0.9999992065824562,-1.0000002963308259,327549209757.35693
100,619,0.0,-0.9999992065824562,0.999997781526898,1105954965478.2212
101,496,1.0000002963308237,0.0,-0.9999992065824562,327549209757.35693
101,614,-0.999999038928862,0.0,-0.9999992065824562,327549209757.35693
102,495,-1.0000002963308259,0.0,0.999997781526898,202101647981.51474
102,613,0.999997781526898,0.0,0.999997781526898,2091945126043.1023
103,493,1.0000002963308237,0.0,0.999997781526898,1105954965478.2212
103,615,-0.999999038928862,0.0,0.999997781526898,327549209757.35693
104,494,-1.0000002963308259,0.0,-0.9999992065824562,382280988518.7265
104,616,0.999997781526898,0.0,-0.9999992065824562,83120763697.70837
105,501,-0.9999992065824562,1.0000002963308237,0.0,176543600106.21133
105,623,-0.9999992065824562,-0.999999038928862,0.0,301108852.3653958
106,502,0.999997781526898,-1.0000002963308259,0.0,1194787072770.2207
106,624,0.999997781526898,0.999997781526898,0.0,1194787072770.2207
107,504,0.999997781526898,1.0000002963308237,0.0,327549209757.35693
107,622,0.999997781526898,-0.999999038928862,0.0,95154077036.39496
108,503,-0.9999992065824562,-1.0000002963308259,0.0,1936409551445.0542
108,621,-0.9999992065824562,0.999997781526898,0.0,1194787072770.2207
109,487,-0.9999992065824562,0.0,-1.0000002963308259,142751614925.88324
109,605,-0.9999992065824562,0.0,0.999997781526898,202101647981.51474
110,488,0.999997781526898,0.0,1.0000002963308237,412986421242.2942
110,606,0.999997781526898,0.0,-0.999999038928862,1194787072770.2207
111,486,0.999997781526898,0.0,-1.0000002963308259,412986421242.2942
111,608,0.999997781526898,0.0,0.999997781526898,1194787072770.2207
112,485,-0.9999992065824562,0.0,1.0000002963308237,382280988518.7265
112,607,-0.9999992065824562,0.0,-0.999999038928862,83120763697.70837
113,484,0.0,1.0000002963308237,0.999997781526898,79971085071.06894
113,602,0.0,-0.999999038928862,0.999997781526898,1127523781998.6714
114,483,0.0,-1.0000002963308259,-0.9999992065824562,1194787072770.2207
114,601,0.0,0.999997781526898,-0.9999992065824562,1936409551445.0542
115,481,0.0,1.0000002963308237,-0.9999992065824562,327549209757.35693
115,603,0.0,-0.999999038928862,-0.9999992065824562,1105954965478.2212
116,482,0.0,-1.0000002963308259,0.999997781526898,1936409551445.0542
116,604,0.0,0.999997781526898,0.999997781526898,412986421242.2942
117,489,1.0000002963308237,-0.9999992065824562,0.0,1194787072770.2207
117,611,-0.999999038928862,-0.9999992065824562,0.0,412986421242.2942
118,490,-1.0000002963308259,0.999997781526898,0.0,202101647981.51474
118,612,0.999997781526898,0.999997781526898,0.0,83120763697.70837
119,492,1.0000002963308237,0.999997781526898,0.0,79971085071.06894
119,610,-0.999999038928862,0.999997781526898,0.0,79971085071.06894
120,491,-1.0000002963308259,-0.9999992065824562,0.0,38386525376.61379
120,609,0.999997781526898,-0.9999992065824562,0.0,222592842324.6861
121,43,0.0,-0.999999038928862,0.9999992065824562,1194787072770.2207
121,1121,0.0,-0.999999038928862,-0.999999290409254,412986421242.2942
122,44,0.0,1.0000002963308212,-0.999997781526898,83120763697.70837
122,1122,0.0,1.0000002963308212,1.0000002963308259,83120763697.70837
123,42,0.0,1.0000002963308212,0.9999992065824562,1936409551445.0542
123,1124,0.0,1.0000002963308212,-0.999999290409254,412986421242.2942
124,41,0.0,-0.999999038928862,-0.999997781526898,1194787072770.2207
124,1123,0.0,-0.999999038928862,1.0000002963308259,412986421242.2942
125,40,0.9999992065824562,0.0,-0.999999038928862,83120763697.70837
125,1118,-0.999999290409254,0.0,-0.999999038928862,83120763697.70837
126,39,-0.999997781526898,0.0,1.0000002963308212,382280988518.7265
126,1117,1.0000002963308259,0.0,1.0000002963308212,202101647981.51474
127,37,0.9999992065824562,0.0,1.0000002963308212,766232113976.6604
127,1119,-0.999999290409254,0.0,1.0000002963308212,79971085071.06894
128,38,-0.999997781526898,0.0,-0.999999038928862,83120763697.70837
128,1120,1.0000002963308259,0.0,-0.999999038928862,83120763697.70837
129,45,-0.999999038928862,0.9999992065824562,0.0,412986421242.2942
129,1127,-0.999999038928862,-0.999999290409254,0.0,1194787072770.2207
130,46,1.0000002963308212,-0.999997781526898,0.0,412986421242.2942
130,1128,1.0000002963308212,1.0000002963308259,0.0,412986421242.2942
131,48,1.0000002963308212,0.9999992065824562,0.0,412986421242.2942
131,1126,1.0000002963308212,-0.999999290409254,0.0,412986421242.2942
132,47,-0.999999038928862,-0.999997781526898,0.0,137342356270.78363
132,1125,-0.999999038928862,1.0000002963308259,0.0,142751614925.88324
133,31,-0.999999038928862,0.0,-0.999997781526898,2348983123770.899
133,1109,-0.999999038928862,0.0,1.0000002963308259,327549209757.35693
134,32,1.0000002963308212,0.0,0.9999992065824562,412986421242.2942
134,1110,1.0000002963308212,0.0,-0.999999290409254,412986421242.2942
135,30,1.0000002963308212,0.0,-0.999997781526898,1194787072770.2207
135,1112,1.0000002963308212,0.0,1.0000002963308259,412986421242.2942
136,29,-0.999999038928862,0.0,0.9999992065824562,83120763697.70837
136,1111,-0.999999038928862,0.0,-0.999999290409254,198235571333.3868
137,28,0.0,0.9999992065824562,1.0000002963308212,1105954965478.2212
137,1106,0.0,-0.999999290409254,1.0000002963308212,2348983123770.899
138,27,0.0,-0.999997781526898,-0.999999038928862,1936409551445.0542
138,1105,0.0,1.0000002963308259,-0.999999038928862,412986421242.2942
139,25,0.0,0.9999992065824562,-0.999999038928862,21504569934.776405
139,1107,0.0,-0.999999290409254,-0.999999038928862,25587342004.79826
140,26,0.0,-0.999997781526898,1.0000002963308212,142751614925.88324
140,1108,0.0,1.0000002963308259,1.0000002963308212,2091945126043.1023
141,33,0.9999992065824562,-0.999999038928862,0.0,412986421242.2942
141,1115,-0.999999290409254,-0.999999038928862,0.0,412986421242.2942
142,34,-0.999997781526898,1.0000002963308212,0.0,412986421242.2942
142,1116,1.0000002963308259,1.0000002963308212,0.0,412986421242.2942
143,36,0.9999992065824562,1.0000002963308212,0.0,202101647981.51474
143,1114,-0.999999290409254,1.0000002963308212,0.0,83120763697.70837
144,35,-0.999997781526898,-0.999999038928862,0.0,412986421242.2942
144,1113,1.0000002963308259,-0.999999038928862,0.0,412986421242.2942
145,163,0.0,-0.999999038928862,0.999999038928862,1105954965478.2212
145,1001,0.0,-0.999999038928862,-0.9999996676298428,327549209757.35693
146,164,0.0,1.0000002963308212,-1.0000002963308212,25587342004.79826
146,1002,0.0,1.0000002963308212,0.9999977815269027,25587342004.79826
147,162,0.0,1.0000002963308212,0.999999038928862,79971085071.06894
147,1004,0.0,1.0000002963308212,-0.9999996676298428,79971085071.06894
148,161,0.0,-0.999999038928862,-1.0000002963308212,38386525376.61379
148,1003,0.0,-0.999999038928862,0.9999977815269027,38386525376.61379
149,160,0.999999038928862,0.0,-0.999999038928862,83120763697.70837
149,998,-0.9999996676298428,0.0,-0.999999038928862,83120763697.70837
150,159,-1.0000002963308212,0.0,1.0000002963308212,142751614925.88324
150,997,0.9999977815269027,0.0,1.0000002963308212,142751614925.88324
151,157,0.999999038928862,0.0,1.0000002963308212,38386525376.61379
151,999,-0.9999996676298428,0.0,1.0000002963308212,14334321228.314444
152,158,-1.0000002963308212,0.0,-0.999999038928862,412986421242.2942
152,1000,0.9999977815269027,0.0,-0.999999038928862,412986421242.2942
153,165,-0.999999038928862,0.999999038928862,0.0,1194787072770.2207
153,1007,-0.999999038928862,-0.9999996676298428,0.0,412986421242.2942
154,166,1.0000002963308212,-1.0000002963308212,0.0,412986421242.2942
154,1008,1.0000002963308212,0.9999977815269027,0.0,412986421242.2942
155,168,1.0000002963308212,0.999999038928862,0.0,1936409551445.0542
155,1006,1.0000002963308212,-0.9999996676298428,0.0,412986421242.2942
156,167,-0.999999038928862,-1.0000002963308212,0.0,1127523781998.6714
156,1005,-0.999999038928862,0.9999977815269027,0.0,766232113976.6604
157,151,-0.999999038928862,0.0,-1.0000002963308212,2348983123770.899
157,989,-0.999999038928862,0.0,0.9999977815269027,2348983123770.899
158,152,1.0000002963308212,0.0,0.999999038928862,412986421242.2942
158,990,1.0000002963308212,0.0,-0.9999996676298428,412986421242.2942
159,150,1.0000002963308212,0.0,-1.0000002963308212,1105954965478.2212
159,992,1.0000002963308212,0.0,0.9999977815269027,327549209757.35693
160,149,-0.999999038928862,0.0,0.999999038928862,1194787072770.2207
160,991,-0.999999038928862,0.0,-0.9999996676298428,412986421242.2942
161,148,0.0,0.999999038928862,1.0000002963308212,2348983123770.899
161,986,0.0,-0.9999996676298428,1.0000002963308212,1105954965478.2212
162,147,0.0,-1.0000002963308212,-0.999999038928862,79971085071.06894
162,985,0.0,0.9999977815269027,-0.999999038928862,79971085071.06894
163,145,0.0,0.999999038928862,-0.999999038928862,142751614925.88324
163,987,0.0,-0.9999996676298428,-0.999999038928862,142751614925.88324
164,146,0.0,-1.0000002963308212,1.0000002963308212,1936409551445.0542
164,988,0.0,0.9999977815269027,1.0000002963308212,1194787072770.2207
165,153,0.999999038928862,-0.999999038928862,0.0,83120763697.70837
165,995,-0.9999996676298428,-0.999999038928862,0.0,83120763697.70837
166,154,-1.0000002963308212,1.0000002963308212,0.0,412986421242.2942
166,996,0.9999977815269027,1.0000002963308212,0.0,412986421242.2942
167,156,0.999999038928862,1.0000002963308212,0.0,176543600106.21133
167,994,-0.9999996676298428,1.0000002963308212,0.0,176543600106.21133
168,155,-1.0000002963308212,-0.999999038928862,0.0,25587342004.79826
168,993,0.9999977815269027,-0.999999038928862,0.0,25587342004.79826
169,283,0.0,-0.999999038928862,0.999999038928862,327549209757.35693
169,881,0.0,-0.999999038928862,-0.999999038928862,1105954965478.2212
170,284,0.0,1.0000002963308212,-1.0000002963308259,1194787072770.2207
170,882,0.0,1.0000002963308212,1.0000002963308259,412986421242.2942
171,282,0.0,1.0000002963308212,0.999999038928862,382280988518.7265
171,884,0.0,1.0000002963308212,-0.999999038928862,202101647981.51474
172,281,0.0,-0.999999038928862,-1.0000002963308259,382280988518.7265
172,883,0.0,-0.999999038928862,1.0000002963308259,21504569934.776405
173,280,0.999999038928862,0.0,-0.999999038928862,198235571333.3868
173,878,-0.999999038928862,0.0,-0.999999038928862,83120763697.70837
174,279,-1.0000002963308259,0.0,1.0000002963308212,198235571333.3868
174,877,1.0000002963308259,0.0,1.0000002963308212,382280988518.7265
175,277,0.999999038928862,0.0,1.0000002963308212,198235571333.3868
175,879,-0.999999038928862,0.0,1.0000002963308212,382280988518.7265
176,278,-1.0000002963308259,0.0,-0.999999038928862,412986421242.2942
176,880,1.0000002963308259,0.0,-0.999999038928862,412986421242.2942
177,285,-0.999999038928862,0.999999038928862,0.0,202101647981.51474
177,887,-0.999999038928862,-0.999999038928862,0.0,142751614925.88324
178,286,1.0000002963308212,-1.0000002963308259,0.0,412986421242.2942
178,888,1.0000002963308212,1.0000002963308259,0.0,412986421242.2942
179,288,1.0000002963308212,0.999999038928862,0.0,16095584074.76498
179,886,1.0000002963308212,-0.999999038928862,0.0,16095584074.76498
180,287,-0.999999038928862,-1.0000002963308259,0.0,79971085071.06894
180,885,-0.999999038928862,1.0000002963308259,0.0,1127523781998.6714
181,271,-0.999999038928862,0.0,-1.0000002963308259,137342356270.78363
181,869,-0.999999038928862,0.0,1.0000002963308259,2091945126043.1023
182,272,1.0000002963308212,0.0,0.999999038928862,1194787072770.2207
182,870,1.0000002963308212,0.0,-0.999999038928862,412986421242.2942
183,270,1.0000002963308212,0.0,-1.0000002963308259,38386525376.61379
183,872,1.0000002963308212,0.0,1.0000002963308259,8030250466.733709
184,269,-0.999999038928862,0.0,0.999999038928862,38386525376.61379
184,871,-0.999999038928862,0.0,-0.999999038928862,38386525376.61379
185,268,0.0,0.999999038928862,1.0000002963308212,806352977.4689223
185,866,0.0,-0.999999038928862,1.0000002963308212,905429837.6648185
186,267,0.0,-1.0000002963308259,-0.999999038928862,83120763697.70837
186,865,0.0,1.0000002963308259,-0.999999038928862,202101647981.51474
187,265,0.0,0.999999038928862,-0.999999038928862,1194787072770.2207
187,867,0.0,-0.999999038928862,-0.999999038928862,1194787072770.2207
188,266,0.0,-1.0000002963308259,1.0000002963308212,1127523781998.6714
188,868,0.0,1.0000002963308259,1.0000002963308212,79971085071.06894
189,273,0.999999038928862,-0.999999038928862,0.0,83120763697.70837
189,875,-0.999999038928862,-0.999999038928862,0.0,83120763697.70837
190,274,-1.0000002963308259,1.0000002963308212,0.0,412986421242.2942
190,876,1.0000002963308259,1.0000002963308212,0.0,412986421242.2942
191,276,0.999999038928862,1.0000002963308212,0.0,412986421242.2942
191,874,-0.999999038928862,1.0000002963308212,0.0,1936409551445.0542
192,275,-1.0000002963308259,-0.999999038928862,0.0,198235571333.3868
192,873,1.0000002963308259,-0.999999038928862,0.0,83120763697.70837
193,403,0.0,-0.999999038928862,0.999999038928862,83120763697.70837
193,761,0.0,-0.999999038928862,-0.9999990389288597,198235571333.3868
194,404,0.0,1.0000002963308212,-0.9999977815269027,14334321228.314444
194,762,0.0,1.0000002963308212,1.0000002963308212,38386525376.61379
195,402,0.0,1.0000002963308212,0.999999038928862,8030250466.733709
195,764,0.0,1.0000002963308212,-0.9999990389288597,38386525376.61379
196,401,0.0,-0.999999038928862,-0.9999977815269027,79971085071.06894
196,763,0.0,-0.999999038928862,1.0000002963308212,79971085071.06894
197,400,0.999999038928862,0.0,-0.999999038928862,142751614925.88324
197,758,-0.9999990389288597,0.0,-0.999999038928862,142751614925.88324
198,399,-0.9999977815269027,0.0,1.0000002963308212,2348983123770.899
198,757,1.0000002963308212,0.0,1.0000002963308212,327549209757.35693
199,397,0.999999038928862,0.0,1.0000002963308212,142751614925.88324
199,759,-0.9999990389288597,0.0,1.0000002963308212,142751614925.88324
200,398,-0.9999977815269027,0.0,-0.999999038928862,1194787072770.2207
200,760,1.0000002963308212,0.0,-0.999999038928862,412986421242.2942
201,405,-0.999999038928862,0.999999038928862,0.0,95154077036.39496
201,767,-0.999999038928862,-0.9999990389288597,0.0,1105954965478.2212
202,406,1.0000002963308212,-0.9999977815269027,0.0,25587342004.79826
202,768,1.0000002963308212,1.0000002963308212,0.0,25587342004.79826
203,408,1.0000002963308212,0.999999038928862,0.0,83120763697.70837
